slug	name	catalogue_status	death_year_before	death_year_after	result	checked_at	ndl_query_url	ndl_hit_count	web_queries	evidence_urls	note
p-yrdqvb	Е. С. Чекункова	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%D0%95.%20%D0%A1.%20%D0%A7%D0%B5%D0%BA%D1%83%D0%BD%D0%BA%D0%BE%D0%B2%D0%B0&g=personalNames&num=100	0	"""Е. С. Чекункова"" (obituary OR died OR ""passed away"")"		—
p-ywxeun	畑中 友次	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%95%91%E4%B8%AD%E5%8F%8B%E6%AC%A1&g=personalNames&num=100	1	"""畑中友次"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-yy1781	北嶋 由紀（イサイカ）	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8C%97%E5%B6%8B%E7%94%B1%E7%B4%80%EF%BC%88%E3%82%A4%E3%82%B5%E3%82%A4%E3%82%AB%EF%BC%89&g=personalNames&num=100	0	"""北嶋由紀（イサイカ）"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-z25ghv	是澤 櫻子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%98%AF%E6%BE%A4%E6%AB%BB%E5%AD%90&g=personalNames&num=100	0	"""是澤櫻子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-z77k06	Хакимов Насим Саъдуллоевич	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%D0%A5%D0%B0%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2%20%D0%9D%D0%B0%D1%81%D0%B8%D0%BC%20%D0%A1%D0%B0%D1%8A%D0%B4%D1%83%D0%BB%D0%BB%D0%BE%D0%B5%D0%B2%D0%B8%D1%87&g=personalNames&num=100	0	"""Хакимов Насим Саъдуллоевич"" (obituary OR died OR ""passed away"")"		—
p-zczg8j	英才 白石	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8B%B1%E6%89%8D%E7%99%BD%E7%9F%B3&g=personalNames&num=100	0	"""英才白石"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-zo7x46	明石 一紀	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%98%8E%E7%9F%B3%E4%B8%80%E7%B4%80&g=personalNames&num=100	1	"""明石一紀"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-zu0j3h	荻原 眞子	merged			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8D%BB%E5%8E%9F%E7%9C%9E%E5%AD%90&g=personalNames&num=100	1	"""荻原眞子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-zxb1g8	若林 和夫	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8B%A5%E6%9E%97%E5%92%8C%E5%A4%AB&g=personalNames&num=100	0	"""若林和夫"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
patrick-heinrich	Patrick Heinrich	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Patrick%20Heinrich&g=personalNames&num=100	1	"""Patrick Heinrich"" (obituary OR died OR ""passed away"")"		—
penrek	ペンレㇰ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%83%9A%E3%83%B3%E3%83%AC%E3%87%B0&g=personalNames&num=100	0	"""ペンレㇰ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
peter-geiser	Peter Geiser	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Peter%20Geiser&g=personalNames&num=100	0	"""Peter Geiser"" (obituary OR died OR ""passed away"")"		—
pilsudski	Pilsudski	active			death_unconfirmed_identity_review	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Pilsudski&g=personalNames&num=100	0	"""Pilsudski"" (obituary OR died OR ""passed away"")"		姓のみの引用レコード。Bronisław Piłsudskiとの同一性に追加確認が必要。
pon-huci	ポン・フチ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%83%9D%E3%83%B3%E3%83%BB%E3%83%95%E3%83%81&g=personalNames&num=100	2	"""ポン・フチ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
poronay	ポロナイ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%83%9D%E3%83%AD%E3%83%8A%E3%82%A4&g=personalNames&num=100	0	"""ポロナイ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ptaszynski-michal	Ptaszynski Michal	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Ptaszynski%20Michal&g=personalNames&num=100	0	"""Ptaszynski Michal"" (obituary OR died OR ""passed away"")"		—
rariw	ラリウ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%83%A9%E3%83%AA%E3%82%A6&g=personalNames&num=100	1	"""ラリウ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
refsing	Refsing	active		2023	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Refsing&g=personalNames&num=100	1	"""Refsing"" (obituary OR died OR ""passed away"")"	https://pressto.amu.edu.pl/index.php/linpo/article/view/46190	—
retannay	レタンナイ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%83%AC%E3%82%BF%E3%83%B3%E3%83%8A%E3%82%A4&g=personalNames&num=100	0	"""レタンナイ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
richard-siddle	Richard Siddle	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Richard%20Siddle&g=personalNames&num=100	1	"""Richard Siddle"" (obituary OR died OR ""passed away"")"		—
richard-w-howell	Richard W. Howell	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Richard%20W.%20Howell&g=personalNames&num=100	0	"""Richard W. Howell"" (obituary OR died OR ""passed away"")"		—
rikkoppe	リッコッペ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%83%AA%E3%83%83%E3%82%B3%E3%83%83%E3%83%9A&g=personalNames&num=100	0	"""リッコッペ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
roslynn-ang	Roslynn Ang	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Roslynn%20Ang&g=personalNames&num=100	0	"""Roslynn Ang"" (obituary OR died OR ""passed away"")"		—
ryo-michiko	寮 美千子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AF%AE%E7%BE%8E%E5%8D%83%E5%AD%90&g=personalNames&num=100	1	"""寮美千子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ryuzo-torii	鳥居 龍藏	active	1953	1953	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%B3%A5%E5%B1%85%E9%BE%8D%E8%97%8F&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q707532	—
s-itoh	S. Itoh	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=S.%20Itoh&g=personalNames&num=100	1	"""S. Itoh"" (obituary OR died OR ""passed away"")"		—
saana-santalahti	Saana Santalahti	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Saana%20Santalahti&g=personalNames&num=100	0	"""Saana Santalahti"" (obituary OR died OR ""passed away"")"		—
saga-ayami	佐賀 彩美	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E8%B3%80%E5%BD%A9%E7%BE%8E&g=personalNames&num=100	0	"""佐賀彩美"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
saikaku-sadayoshi	西鶴 定嘉	active		1989	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%A5%BF%E9%B6%B4%E5%AE%9A%E5%98%89&g=personalNames&num=100	1	"""西鶴定嘉"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00055559	—
saito-hiroyuki	斎藤博之	active	1987	1987	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%96%8E%E8%97%A4%E5%8D%9A%E4%B9%8B&g=personalNames&num=100	4		https://www.wikidata.org/wiki/Q11500501	—
saito-reiko	齋藤 玲子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%BD%8B%E8%97%A4%E7%8E%B2%E5%AD%90&g=personalNames&num=100	6	"""齋藤玲子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sakaguchi-ryo	阪口 諒	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%98%AA%E5%8F%A3%E8%AB%92&g=personalNames&num=100	1	"""阪口諒"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sakakibara-masafumi	榊原 正文	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A6%8A%E5%8E%9F%E6%AD%A3%E6%96%87&g=personalNames&num=100	1	"""榊原正文"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sakitani-mitsuru	崎谷 満	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B4%8E%E8%B0%B7%E6%BA%80&g=personalNames&num=100	1	"""崎谷満"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sakuma-manabu	佐久間 学	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E4%B9%85%E9%96%93%E5%AD%A6&g=personalNames&num=100	0	"""佐久間学"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sakurai-kiyohiko	桜井 清彦	active	2010	2010	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A1%9C%E4%BA%95%E6%B8%85%E5%BD%A6&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11537847	—
sakurai-yoshihide	櫻井 義秀	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%AB%BB%E4%BA%95%E7%BE%A9%E7%A7%80&g=personalNames&num=100	1	"""櫻井義秀"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sarah-m-strong	Sarah M. Strong	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Sarah%20M.%20Strong&g=personalNames&num=100	1	"""Sarah M. Strong"" (obituary OR died OR ""passed away"")"		—
sasaki-kan	佐々木 冠	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E3%80%85%E6%9C%A8%E5%86%A0&g=personalNames&num=100	1	"""佐々木冠"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sasaki-kotaro	佐々木 弘太郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E3%80%85%E6%9C%A8%E5%BC%98%E5%A4%AA%E9%83%8E&g=personalNames&num=100	1	"""佐々木弘太郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sasaki-shiro	佐々木 史郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E3%80%85%E6%9C%A8%E5%8F%B2%E9%83%8E&g=personalNames&num=100	4	"""佐々木史郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sasaki-toshikazu	佐々木 利和	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E3%80%85%E6%9C%A8%E5%88%A9%E5%92%8C&g=personalNames&num=100	1	"""佐々木利和"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sasakura-irumi	笹倉 いる美	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%AC%B9%E5%80%89%E3%81%84%E3%82%8B%E7%BE%8E&g=personalNames&num=100	0	"""笹倉いる美"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sato-masahiko	佐藤 昌彦	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E8%97%A4%E6%98%8C%E5%BD%A6&g=personalNames&num=100	3	"""佐藤昌彦"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sato-naotaro	佐藤 直太郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E8%97%A4%E7%9B%B4%E5%A4%AA%E9%83%8E&g=personalNames&num=100	2	"""佐藤直太郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sato-sachiko	佐藤 幸子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E8%97%A4%E5%B9%B8%E5%AD%90&g=personalNames&num=100	14	"""佐藤幸子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sato-tomomi	佐藤 知己	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%90%E8%97%A4%E7%9F%A5%E5%B7%B1&g=personalNames&num=100	2	"""佐藤知己"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sawai-harumi	澤井 春美	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%BE%A4%E4%BA%95%E6%98%A5%E7%BE%8E&g=personalNames&num=100	0	"""澤井春美"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sawai-masatoshi	澤井 政敏	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%BE%A4%E4%BA%95%E6%94%BF%E6%95%8F&g=personalNames&num=100	0	"""澤井政敏"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sawai-tomeno	沢井 トメノ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B2%A2%E4%BA%95%E3%83%88%E3%83%A1%E3%83%8E&g=personalNames&num=100	1	"""沢井トメノ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sean-lee	Sean Lee	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Sean%20Lee&g=personalNames&num=100	1	"""Sean Lee"" (obituary OR died OR ""passed away"")"		—
segawa-kiyoko	瀬川 清子	active	1984	1984	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%80%AC%E5%B7%9D%E6%B8%85%E5%AD%90&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11566488	—
segawa-takuro	瀬川 拓郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%80%AC%E5%B7%9D%E6%8B%93%E9%83%8E&g=personalNames&num=100	1	"""瀬川拓郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
seino-haruki	清野 春樹	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B8%85%E9%87%8E%E6%98%A5%E6%A8%B9&g=personalNames&num=100	1	"""清野春樹"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
seki-masanori	關 政則	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%97%9C%E6%94%BF%E5%89%87&g=personalNames&num=100	0	"""關政則"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sekiguchi-yoshihiko	関口 由彦	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%96%A2%E5%8F%A3%E7%94%B1%E5%BD%A6&g=personalNames&num=100	1	"""関口由彦"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sekine-kenji	関根 健司	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%96%A2%E6%A0%B9%E5%81%A5%E5%8F%B8&g=personalNames&num=100	1	"""関根健司"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sekine-maya	関根 摩耶	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%96%A2%E6%A0%B9%E6%91%A9%E8%80%B6&g=personalNames&num=100	0	"""関根摩耶"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sekine-tatsuhito	関根 達人	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%96%A2%E6%A0%B9%E9%81%94%E4%BA%BA&g=personalNames&num=100	1	"""関根達人"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sentoku-taroji	千徳 太郎治	active	1929	1929	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8D%83%E5%BE%B3%E5%A4%AA%E9%83%8E%E6%B2%BB&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q17228949	—
senuma-hajime	Senuma Hajime	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Senuma%20Hajime&g=personalNames&num=100	0	"""Senuma Hajime"" (obituary OR died OR ""passed away"")"		—
shibatani-masayoshi	Shibatani Masayoshi	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Shibatani%20Masayoshi&g=personalNames&num=100	1	"""Shibatani Masayoshi"" (obituary OR died OR ""passed away"")"		—
shichiro-murayama	村山 七郎	active	1995	1995	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%91%E5%B1%B1%E4%B8%83%E9%83%8E&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q7496116	—
shichisaburo-mizushina	Shichisaburo Mizushina	active		1940	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Shichisaburo%20Mizushina&g=personalNames&num=100	1	"""Shichisaburo Mizushina"" (obituary OR died OR ""passed away"")"	https://id.ndl.go.jp/auth/ndlna/00496142	—
shiga-setsuko	志賀 雪湖	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%BF%97%E8%B3%80%E9%9B%AA%E6%B9%96&g=personalNames&num=100	1	"""志賀雪湖"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
shimizu-seijiro	清水 清次郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B8%85%E6%B0%B4%E6%B8%85%E6%AC%A1%E9%83%8E&g=personalNames&num=100	1	"""清水清次郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
shimokura-emi	下倉 絵美	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%8B%E5%80%89%E7%B5%B5%E7%BE%8E&g=personalNames&num=100	0	"""下倉絵美"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
shinmura-izuru	新村 出	active	1967	1967	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%96%B0%E6%9D%91%E5%87%BA&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q3482273	—
shinohara-chika	篠原 智花	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%AF%A0%E5%8E%9F%E6%99%BA%E8%8A%B1&g=personalNames&num=100	1	"""篠原智花"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
shirai-katsuhiko	白井 克彦	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%99%BD%E4%BA%95%E5%85%8B%E5%BD%A6&g=personalNames&num=100	1	"""白井克彦"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
shiraishi-hidetoshi	白石 英才	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%99%BD%E7%9F%B3%E8%8B%B1%E6%89%8D&g=personalNames&num=100	1	"""白石英才"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
shirasawa-nabe	白沢ナベ	active	1993	1993	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%99%BD%E6%B2%A2%E3%83%8A%E3%83%99&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q111148750	—
shirayama-tomomasa	白山 友正	active		1977	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%99%BD%E5%B1%B1%E5%8F%8B%E6%AD%A3&g=personalNames&num=100	1	"""白山友正"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00073128	—
shizue-ukaji	宇梶 静江	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AE%87%E6%A2%B6%E9%9D%99%E6%B1%9F&g=personalNames&num=100	2	"""宇梶静江"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
shoku-tenrei	天嶺性空	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%A9%E5%B6%BA%E6%80%A7%E7%A9%BA&g=personalNames&num=100	0	"""天嶺性空"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
shozaburo-kanazawa	金沢 庄三郎	active	1967	1967	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%87%91%E6%B2%A2%E5%BA%84%E4%B8%89%E9%83%8E&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11647465	—
sicchari	シッチャリ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%82%B7%E3%83%83%E3%83%81%E3%83%A3%E3%83%AA&g=personalNames&num=100	0	"""シッチャリ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sidney-c-h-cheung	Sidney C. H. Cheung	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Sidney%20C.%20H.%20Cheung&g=personalNames&num=100	0	"""Sidney C. H. Cheung"" (obituary OR died OR ""passed away"")"		—
sigeru-sumi	Sigeru Sumi	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Sigeru%20Sumi&g=personalNames&num=100	0	"""Sigeru Sumi"" (obituary OR died OR ""passed away"")"		—
simada-kenichi	島田 健一	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B3%B6%E7%94%B0%E5%81%A5%E4%B8%80&g=personalNames&num=100	3	"""島田健一"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
simon-ager	Simon Ager	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Simon%20Ager&g=personalNames&num=100	0	"""Simon Ager"" (obituary OR died OR ""passed away"")"		—
simon-cotterill	Simon Cotterill	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Simon%20Cotterill&g=personalNames&num=100	0	"""Simon Cotterill"" (obituary OR died OR ""passed away"")"		—
sonota-yoshio	其田 良雄	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%85%B6%E7%94%B0%E8%89%AF%E9%9B%84&g=personalNames&num=100	1	"""其田良雄"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
stepan-p-krasheninnikov	Stepan P. Krasheninnikov	active		1755	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Stepan%20P.%20Krasheninnikov&g=personalNames&num=100	0	"""Stepan P. Krasheninnikov"" (obituary OR died OR ""passed away"")"	https://www.loc.gov/resource/gdc.2018694160v2/?sp=3	—
stephanie	ステファニー	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%82%B9%E3%83%86%E3%83%95%E3%82%A1%E3%83%8B%E3%83%BC&g=personalNames&num=100	104	"""ステファニー"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sudo-ryusen	須藤 隆仙	active	2018	2018	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%A0%88%E8%97%A4%E9%9A%86%E4%BB%99&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q59134893	—
suga-toshinoru	Suga Toshinoru (菅俊仍縷)?	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=SugaToshinoru%28%E8%8F%85%E4%BF%8A%E4%BB%8D%E7%B8%B7%29%3F&g=personalNames&num=100	0	"""SugaToshinoru(菅俊仍縷)?"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
suga-yasuo	菅 泰雄	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8F%85%E6%B3%B0%E9%9B%84&g=personalNames&num=100	2	"""菅泰雄"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sugawara-katsukichi	菅原 勝吉	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8F%85%E5%8E%9F%E5%8B%9D%E5%90%89&g=personalNames&num=100	0	"""菅原勝吉"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sugawara-katsuyoshi	菅原 勝良	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8F%85%E5%8E%9F%E5%8B%9D%E8%89%AF&g=personalNames&num=100	0	"""菅原勝良"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
sugimura-kinarabukku	杉村 キナラブック	active	1973	1973	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%89%E6%9D%91%E3%82%AD%E3%83%8A%E3%83%A9%E3%83%96%E3%83%83%E3%82%AF&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q62085164	—
sugiyama-sueo	杉山 壽榮男	active		1946	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%89%E5%B1%B1%E5%A3%BD%E6%A6%AE%E7%94%B7&g=personalNames&num=100	1	"""杉山壽榮男"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00074766	—
sumiya-kazuhiko	住谷 一彦	active	2022	2022	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BD%8F%E8%B0%B7%E4%B8%80%E5%BD%A6&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11381989	—
sunazawa-kayo	Sunazawa Kayo	active			death_unconfirmed_identity_review	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Sunazawa%20Kayo&g=personalNames&num=100	0	"""Sunazawa Kayo"" (obituary OR died OR ""passed away"")"		砂沢クラとの同一性を確認できず。クラの1990年没は適用しない。
sunazawa-kura	砂沢 クラ	active	1990	1990	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%A0%82%E6%B2%A2%E3%82%AF%E3%83%A9&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q104212534	—
suzuki-hisashi	鈴木 尚	active	2004	2004	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%88%B4%E6%9C%A8%E5%B0%9A&g=personalNames&num=100	30		https://www.wikidata.org/wiki/Q11648764	—
suzuki-ryuichi	鈴木 隆一	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%88%B4%E6%9C%A8%E9%9A%86%E4%B8%80&g=personalNames&num=100	10	"""鈴木隆一"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
